Index,ID,Name,Intake,Subject Code,Subject Name,Grade,Comment,Programme,Email,,,Legend,,
189,A0013,Harry Styles,Mar-24,KBEN1033N,Oral Communication,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
190,A0013,Harry Styles,Mar-24,XBCS1043N,Computing Mathematics,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
191,A0013,Harry Styles,Mar-24,XBCS1143N,Application Development,B+,#N/A,UEIS,A0013@uow.edu.my,,,,,
192,A0013,Harry Styles,Mar-24,XBCS1183N,Database Management & Security,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
193,A0013,Harry Styles,Mar-24,MPU3333N,Integrity and Anti Corruption,A-,#N/A,UEIS,A0013@uow.edu.my,,,,,
194,A0013,Harry Styles,Mar-24,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0013@uow.edu.my,,,,,
195,A0013,Harry Styles,Mar-24,MPU3193N,Philosophy and Current Issues,C,#N/A,UEIS,A0013@uow.edu.my,,,,,
196,A0013,Harry Styles,Mar-24,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0013@uow.edu.my,,,,,
197,A0013,Harry Styles,Mar-24,XBCS1153N,System Analysis and Design,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
198,A0013,Harry Styles,Mar-24,XBIS1034N,Foundation of Information Systems,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
199,A0013,Harry Styles,Mar-24,XBCS2103N,Fundamentals of Object Oriented Programming,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
200,A0013,Harry Styles,Mar-24,XBIS1044N,Enterprise Information Systems,A-,#N/A,UEIS,A0013@uow.edu.my,,,,,
201,A0013,Harry Styles,Mar-24,XBCS2163N,Database Management Systems,A-,#N/A,UEIS,A0013@uow.edu.my,,,,,
202,A0013,Harry Styles,Mar-24,XBIS2054N,Data Science,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
203,A0013,Harry Styles,Mar-24,XBCS2013N,Principles of Software Engineering,ct,Credit Transferred,UEIS,A0013@uow.edu.my,,,,,
204,A0013,Harry Styles,Mar-24,XBCS2193N,HCI & User Experience,A,#N/A,UEIS,A0013@uow.edu.my,,,,,
205,A0013,Harry Styles,Mar-24,XBIS3014N,Enterprise Systems,B,#N/A,UEIS,A0013@uow.edu.my,,,,,
206,A0013,Harry Styles,Mar-24,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0013@uow.edu.my,,,,,
207,A0013,Harry Styles,Mar-24,XBIS2044N,Enterprise Architecture,A,#N/A,UEIS,A0013@uow.edu.my,,,,,
208,A0013,Harry Styles,Mar-24,XBIS3044N,Information System Strategy & Management,B+,#N/A,UEIS,A0013@uow.edu.my,,,,,
209,A0013,Harry Styles,Mar-24,XBIS3034N,Business Process Management,A,#N/A,UEIS,A0013@uow.edu.my,,,,,
210,A0013,Harry Styles,Mar-24,XBSE2044N,IT Project Management,A-,#N/A,UEIS,A0013@uow.edu.my,,,,,
211,A0013,Harry Styles,Mar-24,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0013@uow.edu.my,,,,,
212,A0013,Harry Styles,Mar-24,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0013@uow.edu.my,,,,,
213,A0013,Harry Styles,Mar-24,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0013@uow.edu.my,,,,,
214,A0013,Harry Styles,Mar-24,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0013@uow.edu.my,,,,,
215,A0013,Harry Styles,Mar-24,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0013@uow.edu.my,,,,,
216,A0013,Harry Styles,Mar-24,BBAC1024N,Management Accounting 1,1,Retaking this semester,UEIS,A0013@uow.edu.my,,,,,
217,A0014,Jenna Ortega,Jan-24,MPU3183N,Penghayatan Etika dan Peradaban,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
218,A0014,Jenna Ortega,Jan-24,KBEN1033N,Oral Communication,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
219,A0014,Jenna Ortega,Jan-24,XBCS1043N,Computing Mathematics,B-,#N/A,UEIS,A0014@uow.edu.my,,,,,
220,A0014,Jenna Ortega,Jan-24,XBCS1143N,Application Development,B-,#N/A,UEIS,A0014@uow.edu.my,,,,,
221,A0014,Jenna Ortega,Jan-24,XBCS1183N,Database Management & Security,1,Retaking this semester,UEIS,A0014@uow.edu.my,,,,,
222,A0014,Jenna Ortega,Jan-24,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0014@uow.edu.my,,,,,
223,A0014,Jenna Ortega,Jan-24,MPU3193N,Philosophy and Current Issues,B-,#N/A,UEIS,A0014@uow.edu.my,,,,,
224,A0014,Jenna Ortega,Jan-24,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0014@uow.edu.my,,,,,
225,A0014,Jenna Ortega,Jan-24,XBCS1153N,System Analysis and Design,B-,#N/A,UEIS,A0014@uow.edu.my,,,,,
226,A0014,Jenna Ortega,Jan-24,XBIS1034N,Foundation of Information Systems,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
227,A0014,Jenna Ortega,Jan-24,XBCS2103N,Fundamentals of Object Oriented Programming,C,#N/A,UEIS,A0014@uow.edu.my,,,,,
228,A0014,Jenna Ortega,Jan-24,XBIS1044N,Enterprise Information Systems,B+,#N/A,UEIS,A0014@uow.edu.my,,,,,
229,A0014,Jenna Ortega,Jan-24,XBCS2163N,Database Management Systems,A,#N/A,UEIS,A0014@uow.edu.my,,,,,
230,A0014,Jenna Ortega,Jan-24,XBIS2054N,Data Science,B+,#N/A,UEIS,A0014@uow.edu.my,,,,,
231,A0014,Jenna Ortega,Jan-24,XBCS2013N,Principles of Software Engineering,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
232,A0014,Jenna Ortega,Jan-24,MPU3243N,Entrepreneurship,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
233,A0014,Jenna Ortega,Jan-24,XBCS2193N,HCI & User Experience,B+,#N/A,UEIS,A0014@uow.edu.my,,,,,
234,A0014,Jenna Ortega,Jan-24,MPU3242N,Global Social Responsibility,A,#N/A,UEIS,A0014@uow.edu.my,,,,,
235,A0014,Jenna Ortega,Jan-24,XBIS2044N,Enterprise Architecture,B,#N/A,UEIS,A0014@uow.edu.my,,,,,
236,A0014,Jenna Ortega,Jan-24,XBIS3034N,Business Process Management,A-,#N/A,UEIS,A0014@uow.edu.my,,,,,
237,A0014,Jenna Ortega,Jan-24,XBSE2044N,IT Project Management,A,#N/A,UEIS,A0014@uow.edu.my,,,,,
238,A0014,Jenna Ortega,Jan-24,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0014@uow.edu.my,,,,,
239,A0014,Jenna Ortega,Jan-24,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0014@uow.edu.my,,,,,
240,A0014,Jenna Ortega,Jan-24,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0014@uow.edu.my,,,,,
241,A0014,Jenna Ortega,Jan-24,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0014@uow.edu.my,,,,,
242,A0014,Jenna Ortega,Jan-24,BBMK1014N,Principles of Marketing,1,Retaking this semester,UEIS,A0014@uow.edu.my,,,,,
243,A0014,Jenna Ortega,Jan-24,XBMC3014N,Internet and Web Development,1,Retaking this semester,UEIS,A0014@uow.edu.my,,,,,
244,A0015,Jungkook,Jan-24,MPU3183N,Penghayatan Etika dan Peradaban,A-,#N/A,UEIS,A0015@uow.edu.my,,,,,
245,A0015,Jungkook,Jan-24,KBEN1033N,Oral Communication,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
246,A0015,Jungkook,Jan-24,XBCS1043N,Computing Mathematics,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
247,A0015,Jungkook,Jan-24,XBCS1143N,Application Development,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
248,A0015,Jungkook,Jan-24,XBCS1183N,Database Management & Security,B-,#N/A,UEIS,A0015@uow.edu.my,,,,,
249,A0015,Jungkook,Jan-24,MPU3333N,Integrity and Anti Corruption,1,Retaking this semester,UEIS,A0015@uow.edu.my,,,,,
250,A0015,Jungkook,Jan-24,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0015@uow.edu.my,,,,,
251,A0015,Jungkook,Jan-24,MPU3193N,Philosophy and Current Issues,A-,#N/A,UEIS,A0015@uow.edu.my,,,,,
252,A0015,Jungkook,Jan-24,XBCS1123N,Statistics,B,#N/A,UEIS,A0015@uow.edu.my,,,,,
253,A0015,Jungkook,Jan-24,XBCS1153N,System Analysis and Design,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
254,A0015,Jungkook,Jan-24,XBIS1034N,Foundation of Information Systems,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
255,A0015,Jungkook,Jan-24,XBCS2103N,Fundamentals of Object Oriented Programming,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
256,A0015,Jungkook,Jan-24,XBIS1044N,Enterprise Information Systems,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
257,A0015,Jungkook,Jan-24,XBCS2163N,Database Management Systems,B,#N/A,UEIS,A0015@uow.edu.my,,,,,
258,A0015,Jungkook,Jan-24,XBIS2054N,Data Science,A,#N/A,UEIS,A0015@uow.edu.my,,,,,
259,A0015,Jungkook,Jan-24,XBCS2013N,Principles of Software Engineering,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
260,A0015,Jungkook,Jan-24,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0015@uow.edu.my,,,,,
261,A0015,Jungkook,Jan-24,XBCS2193N,HCI & User Experience,A-,#N/A,UEIS,A0015@uow.edu.my,,,,,
262,A0015,Jungkook,Jan-24,XBIS2014N,IT Infrastructure,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
263,A0015,Jungkook,Jan-24,XBIS3014N,Enterprise Systems,B,#N/A,UEIS,A0015@uow.edu.my,,,,,
264,A0015,Jungkook,Jan-24,MPU3242N,Global Social Responsibility,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
265,A0015,Jungkook,Jan-24,XBIS2044N,Enterprise Architecture,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
266,A0015,Jungkook,Jan-24,XBIS3044N,Information System Strategy & Management,B-,#N/A,UEIS,A0015@uow.edu.my,,,,,
267,A0015,Jungkook,Jan-24,XBIS3034N,Business Process Management,B-,#N/A,UEIS,A0015@uow.edu.my,,,,,
268,A0015,Jungkook,Jan-24,XBSE2044N,IT Project Management,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
269,A0015,Jungkook,Jan-24,XBCS2054N,Computer Ethics & Law,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
270,A0015,Jungkook,Jan-24,XBFP3074M,Final Year Project 1,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
271,A0015,Jungkook,Jan-24,XBFP3084N,Final Year Project 2,n,To Take (n : registered for Next semester),UEIS,A0015@uow.edu.my,,,,,
272,A0015,Jungkook,Jan-24,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0015@uow.edu.my,,,,,
273,A0015,Jungkook,Jan-24,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0015@uow.edu.my,,,,,
274,A0015,Jungkook,Jan-24,MPU3113,Hubungan Etnik,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
275,A0015,Jungkook,Jan-24,MPU3123N,Tamadun Islam & Tamadun Asia,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
276,A0015,Jungkook,Jan-24,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0015@uow.edu.my,,,,,
277,A0015,Jungkook,Jan-24,BBFN1014N,Principles of Finance,D,#N/A,UEIS,A0015@uow.edu.my,,,,,
278,A0015,Jungkook,Jan-24,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0015@uow.edu.my,,,,,
279,A0015,Jungkook,Jan-24,BBMG3024N,Strategic Management,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
280,A0015,Jungkook,Jan-24,BBMG2014N,Organizational Behaviour,B-,#N/A,UEIS,A0015@uow.edu.my,,,,,
281,A0015,Jungkook,Jan-24,XBMC3014N,Internet and Web Development,B+,#N/A,UEIS,A0015@uow.edu.my,,,,,
282,A0015,Jungkook,Jan-24,XBIS2034N,E-Commerce,ct,Credit Transferred,UEIS,A0015@uow.edu.my,,,,,
283,A0016,LeBron James,Jan-24,MPU3183N,Penghayatan Etika dan Peradaban,B+,#N/A,UEIS,A0016@uow.edu.my,,,,,
284,A0016,LeBron James,Jan-24,KBEN1033N,Oral Communication,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
285,A0016,LeBron James,Jan-24,XBCS1043N,Computing Mathematics,B,#N/A,UEIS,A0016@uow.edu.my,,,,,
286,A0016,LeBron James,Jan-24,XBCS1143N,Application Development,C,#N/A,UEIS,A0016@uow.edu.my,,,,,
287,A0016,LeBron James,Jan-24,XBCS1183N,Database Management & Security,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
288,A0016,LeBron James,Jan-24,MPU3323N,Malaysia and Global Issues,B+,#N/A,UEIS,A0016@uow.edu.my,,,,,
289,A0016,LeBron James,Jan-24,MPU3193N,Philosophy and Current Issues,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
290,A0016,LeBron James,Jan-24,XBCS1123N,Statistics,C+,#N/A,UEIS,A0016@uow.edu.my,,,,,
291,A0016,LeBron James,Jan-24,XBCS1153N,System Analysis and Design,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
292,A0016,LeBron James,Jan-24,XBIS1034N,Foundation of Information Systems,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
293,A0016,LeBron James,Jan-24,XBCS2103N,Fundamentals of Object Oriented Programming,ct,Credit Transferred,UEIS,A0016@uow.edu.my,,,,,
294,A0016,LeBron James,Jan-24,XBCS2163N,Database Management Systems,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
295,A0016,LeBron James,Jan-24,XBIS2054N,Data Science,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
296,A0016,LeBron James,Jan-24,XBCS2013N,Principles of Software Engineering,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
297,A0016,LeBron James,Jan-24,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
298,A0016,LeBron James,Jan-24,XBCS2193N,HCI & User Experience,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
299,A0016,LeBron James,Jan-24,XBIS2014N,IT Infrastructure,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
300,A0016,LeBron James,Jan-24,XBIS3014N,Enterprise Systems,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
301,A0016,LeBron James,Jan-24,MPU3242N,Global Social Responsibility,B+,#N/A,UEIS,A0016@uow.edu.my,,,,,
302,A0016,LeBron James,Jan-24,XBIS2044N,Enterprise Architecture,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
303,A0016,LeBron James,Jan-24,XBIS3044N,Information System Strategy & Management,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
304,A0016,LeBron James,Jan-24,XBIS3034N,Business Process Management,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
305,A0016,LeBron James,Jan-24,XBSE2044N,IT Project Management,A,#N/A,UEIS,A0016@uow.edu.my,,,,,
306,A0016,LeBron James,Jan-24,XBCS2054N,Computer Ethics & Law,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
307,A0016,LeBron James,Jan-24,XBFP3074M,Final Year Project 1,1,Retaking this semester,UEIS,A0016@uow.edu.my,,,,,
308,A0016,LeBron James,Jan-24,MPU3213,Bahasa Kebangsaan A,P,#N/A,UEIS,A0016@uow.edu.my,,,,,
309,A0016,LeBron James,Jan-24,MPU3143N,Bahasa Melayu Komunikasi 2,e,Exempted without Credit Transfer,UEIS,A0016@uow.edu.my,,,,,
310,A0016,LeBron James,Jan-24,MPU3113,Hubungan Etnik,e,Exempted without Credit Transfer,UEIS,A0016@uow.edu.my,,,,,
311,A0016,LeBron James,Jan-24,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0016@uow.edu.my,,,,,
312,A0016,LeBron James,Jan-24,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0016@uow.edu.my,,,,,
313,A0016,LeBron James,Jan-24,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0016@uow.edu.my,,,,,
314,A0016,LeBron James,Jan-24,BBMG3024N,Strategic Management,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
315,A0016,LeBron James,Jan-24,BBMG2014N,Organizational Behaviour,A-,#N/A,UEIS,A0016@uow.edu.my,,,,,
316,A0016,LeBron James,Jan-24,XBMC3014N,Internet and Web Development,B+,#N/A,UEIS,A0016@uow.edu.my,,,,,
317,A0017,LeBron James,Oct-23,MPU3183N,Penghayatan Etika dan Peradaban,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
318,A0017,LeBron James,Oct-23,KBEN1033N,Oral Communication,A+,#N/A,UEIS,A0017@uow.edu.my,,,,,
319,A0017,LeBron James,Oct-23,XBCS1043N,Computing Mathematics,B+,#N/A,UEIS,A0017@uow.edu.my,,,,,
320,A0017,LeBron James,Oct-23,XBCS1143N,Application Development,B,#N/A,UEIS,A0017@uow.edu.my,,,,,
321,A0017,LeBron James,Oct-23,XBCS1183N,Database Management & Security,1,Retaking this semester,UEIS,A0017@uow.edu.my,,,,,
322,A0017,LeBron James,Oct-23,MPU3333N,Integrity and Anti Corruption,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
323,A0017,LeBron James,Oct-23,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
324,A0017,LeBron James,Oct-23,MPU3193N,Philosophy and Current Issues,B-,#N/A,UEIS,A0017@uow.edu.my,,,,,
325,A0017,LeBron James,Oct-23,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0017@uow.edu.my,,,,,
326,A0017,LeBron James,Oct-23,XBCS1153N,System Analysis and Design,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
327,A0017,LeBron James,Oct-23,XBIS1034N,Foundation of Information Systems,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
328,A0017,LeBron James,Oct-23,XBCS2103N,Fundamentals of Object Oriented Programming,B-,#N/A,UEIS,A0017@uow.edu.my,,,,,
329,A0017,LeBron James,Oct-23,XBIS1044N,Enterprise Information Systems,A,#N/A,UEIS,A0017@uow.edu.my,,,,,
330,A0017,LeBron James,Oct-23,XBCS2163N,Database Management Systems,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
331,A0017,LeBron James,Oct-23,XBIS2054N,Data Science,A+,#N/A,UEIS,A0017@uow.edu.my,,,,,
332,A0017,LeBron James,Oct-23,XBCS2013N,Principles of Software Engineering,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
333,A0017,LeBron James,Oct-23,MPU3243N,Entrepreneurship,B+,#N/A,UEIS,A0017@uow.edu.my,,,,,
334,A0017,LeBron James,Oct-23,XBCS2193N,HCI & User Experience,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
335,A0017,LeBron James,Oct-23,MPU3242N,Global Social Responsibility,A,#N/A,UEIS,A0017@uow.edu.my,,,,,
336,A0017,LeBron James,Oct-23,XBIS2044N,Enterprise Architecture,A-,#N/A,UEIS,A0017@uow.edu.my,,,,,
337,A0017,LeBron James,Oct-23,XBIS3044N,Information System Strategy & Management,B+,#N/A,UEIS,A0017@uow.edu.my,,,,,
338,A0017,LeBron James,Oct-23,XBIS3034N,Business Process Management,A+,#N/A,UEIS,A0017@uow.edu.my,,,,,
339,A0017,LeBron James,Oct-23,XBSE2044N,IT Project Management,A+,#N/A,UEIS,A0017@uow.edu.my,,,,,
340,A0017,LeBron James,Oct-23,XBCS2054N,Computer Ethics & Law,A,#N/A,UEIS,A0017@uow.edu.my,,,,,
341,A0017,LeBron James,Oct-23,MPU3213,Bahasa Kebangsaan A,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
342,A0017,LeBron James,Oct-23,MPU3143N,Bahasa Melayu Komunikasi 2,A+,#N/A,UEIS,A0017@uow.edu.my,,,,,
343,A0017,LeBron James,Oct-23,MPU3113,Hubungan Etnik,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
344,A0017,LeBron James,Oct-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
345,A0017,LeBron James,Oct-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0017@uow.edu.my,,,,,
346,A0017,LeBron James,Oct-23,BBMK1014N,Principles of Marketing,1,Retaking this semester,UEIS,A0017@uow.edu.my,,,,,
347,A0017,LeBron James,Oct-23,XBMC3014N,Internet and Web Development,1,Retaking this semester,UEIS,A0017@uow.edu.my,,,,,
348,A0018,Lionel Messi,Oct-23,MPU3183N,Penghayatan Etika dan Peradaban,A-,#N/A,UEIS,A0018@uow.edu.my,,,,,
349,A0018,Lionel Messi,Oct-23,KBEN1033N,Oral Communication,B+,#N/A,UEIS,A0018@uow.edu.my,,,,,
350,A0018,Lionel Messi,Oct-23,XBCS1043N,Computing Mathematics,C,#N/A,UEIS,A0018@uow.edu.my,,,,,
351,A0018,Lionel Messi,Oct-23,XBCS1143N,Application Development,C,#N/A,UEIS,A0018@uow.edu.my,,,,,
352,A0018,Lionel Messi,Oct-23,MPU3333N,Integrity and Anti Corruption,A-,#N/A,UEIS,A0018@uow.edu.my,,,,,
353,A0018,Lionel Messi,Oct-23,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0018@uow.edu.my,,,,,
354,A0018,Lionel Messi,Oct-23,MPU3193N,Philosophy and Current Issues,B-,#N/A,UEIS,A0018@uow.edu.my,,,,,
355,A0018,Lionel Messi,Oct-23,XBCS1123N,Statistics,1,Retaking this semester,UEIS,A0018@uow.edu.my,,,,,
356,A0018,Lionel Messi,Oct-23,XBCS1153N,System Analysis and Design,B-,#N/A,UEIS,A0018@uow.edu.my,,,,,
357,A0018,Lionel Messi,Oct-23,XBIS1034N,Foundation of Information Systems,B+,#N/A,UEIS,A0018@uow.edu.my,,,,,
358,A0018,Lionel Messi,Oct-23,XBCS2103N,Fundamentals of Object Oriented Programming,C,#N/A,UEIS,A0018@uow.edu.my,,,,,
359,A0018,Lionel Messi,Oct-23,XBIS1044N,Enterprise Information Systems,B-,#N/A,UEIS,A0018@uow.edu.my,,,,,
360,A0018,Lionel Messi,Oct-23,XBCS2163N,Database Management Systems,A,#N/A,UEIS,A0018@uow.edu.my,,,,,
361,A0018,Lionel Messi,Oct-23,XBIS2054N,Data Science,B,#N/A,UEIS,A0018@uow.edu.my,,,,,
362,A0018,Lionel Messi,Oct-23,XBCS2013N,Principles of Software Engineering,A-,#N/A,UEIS,A0018@uow.edu.my,,,,,
363,A0018,Lionel Messi,Oct-23,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0018@uow.edu.my,,,,,
364,A0018,Lionel Messi,Oct-23,XBCS2193N,HCI & User Experience,B+,#N/A,UEIS,A0018@uow.edu.my,,,,,
365,A0018,Lionel Messi,Oct-23,XBIS3014N,Enterprise Systems,1,Retaking this semester,UEIS,A0018@uow.edu.my,,,,,
366,A0018,Lionel Messi,Oct-23,MPU3242N,Global Social Responsibility,A,#N/A,UEIS,A0018@uow.edu.my,,,,,
367,A0018,Lionel Messi,Oct-23,XBIS2044N,Enterprise Architecture,B+,#N/A,UEIS,A0018@uow.edu.my,,,,,
368,A0018,Lionel Messi,Oct-23,XBIS3044N,Information System Strategy & Management,B,#N/A,UEIS,A0018@uow.edu.my,,,,,
369,A0018,Lionel Messi,Oct-23,XBSE2044N,IT Project Management,B,#N/A,UEIS,A0018@uow.edu.my,,,,,
370,A0018,Lionel Messi,Oct-23,XBCS2054N,Computer Ethics & Law,B-,#N/A,UEIS,A0018@uow.edu.my,,,,,
371,A0018,Lionel Messi,Oct-23,MPU3123N,Tamadun Islam & Tamadun Asia,e,Exempted without Credit Transfer,UEIS,A0018@uow.edu.my,,,,,
372,A0018,Lionel Messi,Oct-23,KBRM3014N,Research Methodology,e,Exempted without Credit Transfer,UEIS,A0018@uow.edu.my,,,,,
373,A0018,Lionel Messi,Oct-23,BBLG2014N,Introduction to Logistic,1,Retaking this semester,UEIS,A0018@uow.edu.my,,,,,
374,A0018,Lionel Messi,Oct-23,BBMG2014N,Organizational Behaviour,A,#N/A,UEIS,A0018@uow.edu.my,,,,,
375,A0018,Lionel Messi,Oct-23,XBMC3014N,Internet and Web Development,1,Retaking this semester,UEIS,A0018@uow.edu.my,,,,,
376,A0019,James LeBron,Sep-23,KBEN1033N,Oral Communication,A+,#N/A,UEIS,A0019@uow.edu.my,,,,,
377,A0019,James LeBron,Sep-23,XBCS1043N,Computing Mathematics,C,#N/A,UEIS,A0019@uow.edu.my,,,,,
378,A0019,James LeBron,Sep-23,XBCS1143N,Application Development,C,#N/A,UEIS,A0019@uow.edu.my,,,,,
379,A0019,James LeBron,Sep-23,XBCS1183N,Database Management & Security,B+,#N/A,UEIS,A0019@uow.edu.my,,,,,
380,A0019,James LeBron,Sep-23,MPU3333N,Integrity and Anti Corruption,n,To Take (n : registered for Next semester),UEIS,A0019@uow.edu.my,,,,,
381,A0019,James LeBron,Sep-23,MPU3323N,Malaysia and Global Issues,e,Exempted without Credit Transfer,UEIS,A0019@uow.edu.my,,,,,
382,A0019,James LeBron,Sep-23,MPU3193N,Philosophy and Current Issues,B+,#N/A,UEIS,A0019@uow.edu.my,,,,,
383,A0019,James LeBron,Sep-23,XBCS1123N,Statistics,B-,#N/A,UEIS,A0019@uow.edu.my,,,,,
384,A0019,James LeBron,Sep-23,XBCS1153N,System Analysis and Design,B+,#N/A,UEIS,A0019@uow.edu.my,,,,,
385,A0019,James LeBron,Sep-23,XBIS1034N,Foundation of Information Systems,B,#N/A,UEIS,A0019@uow.edu.my,,,,,
386,A0019,James LeBron,Sep-23,XBCS2103N,Fundamentals of Object Oriented Programming,C+,#N/A,UEIS,A0019@uow.edu.my,,,,,
387,A0019,James LeBron,Sep-23,XBIS1044N,Enterprise Information Systems,A-,#N/A,UEIS,A0019@uow.edu.my,,,,,
388,A0019,James LeBron,Sep-23,XBCS2163N,Database Management Systems,B,#N/A,UEIS,A0019@uow.edu.my,,,,,
389,A0019,James LeBron,Sep-23,XBIS2054N,Data Science,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
390,A0019,James LeBron,Sep-23,XBCS2013N,Principles of Software Engineering,B,#N/A,UEIS,A0019@uow.edu.my,,,,,
391,A0019,James LeBron,Sep-23,MPU3243N,Entrepreneurship,A,#N/A,UEIS,A0019@uow.edu.my,,,,,
392,A0019,James LeBron,Sep-23,XBCS2193N,HCI & User Experience,1,Retaking this semester,UEIS,A0019@uow.edu.my,,,,,
393,A0019,James LeBron,Sep-23,XBIS3014N,Enterprise Systems,A-,#N/A,UEIS,A0019@uow.edu.my,,,,,
